ID Cliente;Churn;Genero;Cidadao Idoso; Possui Parceiro(a);Dependentes;Tempo Permanencia;Servico Telefone;Multiplas linhas;Servico Internet;Seguranca Online;Backup Online;Protecao Dispositivo;Suporte Tecnico;Streaming TV;Streaming Filmes;Contrato;Fatura Online;Metodo Pagamento;Gasto Diario;Gasto Mensal;Gasto Total
1402-PTHGN;Nao;Feminino;Nao;Sim;Sim;18;Sim;Nao;DSL;Sim;Sim;Nao;Sim;Nao;Nao;Um ano;Sim;Cheque;2.05;61.5;1087.45
1403-GYAFU;Nao;Masculino;Nao;Sim;Sim;70;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cartao de credito (automatico);0.67;20.05;1360.25
1403-LKLIK;Nao;Feminino;Nao;Sim;Sim;33;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Cheque;0.67;20.1;579.4
1406-PUQVY;Nao;Masculino;Nao;Nao;Sim;1;Sim;Nao;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;1.66;49.9;49.9
1407-DIGZV;Nao;Feminino;Nao;Sim;Sim;3;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cheque;0.64;19.1;52.0
1409-PHXTF;Nao;Masculino;Sim;Sim;Nao;54;Sim;Sim;Fibra otica;Nao;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Cheque Eletronico;3.68;110.45;6077.75
1410-RSCMR;Nao;Masculino;Nao;Sim;Sim;7;Sim;Nao;DSL;Sim;Nao;Sim;Sim;Nao;Sim;Mensal;Sim;Cartao de credito (automatico);2.38;71.35;515.75
1414-YADCW;Nao;Masculino;Nao;Sim;Nao;70;Sim;Nao;Fibra otica;Sim;Sim;Nao;Sim;Nao;Nao;Dois anos;Nao;Transferencia bancaria;2.82;84.6;5706.2
1415-YFWLT;Sim;Feminino;Sim;Nao;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;2.98;89.3;89.3
1421-HCERK;Nao;Masculino;Sim;Sim;Nao;30;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Sim;Nao;Mensal;Sim;Transferencia bancaria;3.52;105.7;3181.8
1422-DGUBX;Nao;Masculino;Nao;Sim;Nao;32;Sim;Sim;Fibra otica;Nao;Nao;Nao;Sim;Nao;Nao;Um ano;Sim;Cheque Eletronico;2.64;79.25;2619.15
1423-BMPBQ;Nao;Feminino;Nao;Sim;Sim;1;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Sim;Cheque;0.63;19.0;19.0
1427-VERSM;Nao;Feminino;Nao;Sim;Nao;56;Sim;Nao;Fibra otica;Nao;Nao;Sim;Sim;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.29;98.7;5669.5
1428-GTBJJ;Sim;Masculino;Nao;Nao;Nao;11;Sim;Nao;Fibra otica;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.48;74.55;824.75
1428-IEDPR;Nao;Masculino;Nao;Nao;Nao;52;Sim;Sim;Fibra otica;Sim;Nao;Sim;Sim;Sim;Sim;Dois anos;Sim;Cheque Eletronico;3.64;109.3;5731.4
1429-UYJSV;Nao;Feminino;Nao;Nao;Nao;12;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Cheque;0.66;19.7;260.9
1430-SFQSA;Nao;Masculino;Nao;Nao;Nao;29;Nao;Sem servico de telefone;DSL;Sim;Nao;Nao;Sim;Nao;Nao;Um ano;Nao;Cheque;1.19;35.6;1072.6
1431-AIDJQ;Nao;Masculino;Nao;Sim;Sim;33;Sim;Nao;DSL;Nao;Sim;Sim;Sim;Sim;Sim;Dois anos;Nao;Cartao de credito (automatico);2.74;82.1;2603.1
1431-CYWMH;Nao;Feminino;Nao;Sim;Sim;22;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Transferencia bancaria;0.64;19.05;454.05
1432-FPAXX;Sim;Feminino;Nao;Nao;Nao;29;Nao;Sem servico de telefone;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;1.02;30.6;856.35
1436-ZMJAN;Nao;Feminino;Nao;Sim;Nao;10;Sim;Nao;DSL;Nao;Nao;Sim;Nao;Sim;Sim;Mensal;Sim;Cartao de credito (automatico);2.26;67.8;653.15
1439-LCGVL;Nao;Feminino;Nao;Sim;Nao;26;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Cheque;0.64;19.2;459.6
1442-BQPVU;Nao;Feminino;Nao;Nao;Nao;13;Nao;Sem servico de telefone;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;0.97;29.15;357.15
1442-OKRJE;Nao;Masculino;Nao;Sim;Sim;66;Sim;Nao;Fibra otica;Sim;Sim;Sim;Nao;Sim;Sim;Um ano;Sim;Transferencia bancaria;3.44;103.15;7031.3
1444-VVSGW;Sim;Masculino;Nao;Sim;Nao;70;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Sim;Sim;Um ano;Nao;Cartao de credito (automatico);3.86;115.65;7968.85
1447-GIQMR;Sim;Masculino;Nao;Sim;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.31;69.15;69.15
1447-PJGGA;Sim;Feminino;Nao;Nao;Nao;57;Sim;Nao;Fibra otica;Nao;Nao;Sim;Nao;Sim;Sim;Dois anos;Sim;Cheque Eletronico;3.18;95.25;5464.65
1448-CYWKC;Nao;Feminino;Nao;Sim;Sim;58;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Um ano;Sim;Cartao de credito (automatico);3.51;105.2;6225.4
1448-PWKYE;Sim;Masculino;Nao;Sim;Sim;1;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Sim;Mensal;Nao;Cheque Eletronico;2.67;80.0;80.0
1449-XQEMT;Sim;Masculino;Nao;Nao;Nao;3;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Sim;Cheque;0.66;19.8;58.15
1450-GALXR;Sim;Feminino;Nao;Nao;Nao;10;Sim;Sim;Fibra otica;Nao;Nao;Nao;Sim;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.28;98.5;1058.25
1450-SKCVI;Sim;Feminino;Nao;Nao;Nao;56;Sim;Nao;Fibra otica;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.46;73.85;4092.85
1452-KIOVK;Nao;Masculino;Nao;Nao;Sim;22;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Sim;Nao;Mensal;Sim;Cartao de credito (automatico);2.97;89.1;1949.4
1452-UZOSF;Nao;Masculino;Nao;Sim;Sim;72;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Sim;Nao;Dois anos;Sim;Cartao de credito (automatico);3.54;106.1;7548.6
1452-VOQCH;Nao;Masculino;Nao;Nao;Nao;1;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.5;75.1;75.1
1452-XRSJV;Nao;Feminino;Nao;Sim;Sim;39;Sim;Nao;DSL;Sim;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cartao de credito (automatico);1.7;51.05;2066.0
1453-RZFON;Nao;Feminino;Nao;Nao;Sim;1;Sim;Nao;DSL;Sim;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque;1.66;49.9;49.9
1455-ESIQH;Sim;Masculino;Nao;Nao;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;2.97;89.1;89.1
1455-HFBXA;Nao;Masculino;Nao;Sim;Nao;52;Sim;Sim;Fibra otica;Sim;Nao;Sim;Sim;Nao;Nao;Dois anos;Sim;Cartao de credito (automatico);3.05;91.6;4627.8
1455-UGQVH;Sim;Masculino;Nao;Sim;Nao;10;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.28;98.5;1037.75
1456-TWCGB;Nao;Masculino;Nao;Nao;Nao;4;Sim;Nao;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque;1.64;49.25;208.45
1459-QNFQT;Nao;Masculino;Nao;Sim;Sim;70;Nao;Sem servico de telefone;DSL;Sim;Nao;Sim;Sim;Sim;Sim;Dois anos;Nao;Transferencia bancaria;1.98;59.5;4144.8
1460-UZPRJ;Nao;Masculino;Nao;Sim;Nao;60;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cheque;0.66;19.95;1258.15
1465-LNTLJ;Nao;Masculino;Sim;Sim;Nao;8;Sim;Nao;DSL;Nao;Nao;Sim;Sim;Nao;Sim;Mensal;Sim;Cartao de credito (automatico);2.15;64.4;581.7
1465-VINDH;Sim;Feminino;Nao;Sim;Sim;10;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Mensal;Sim;Cartao de credito (automatico);3.4;102.1;1068.85
1465-WCZVT;Nao;Feminino;Nao;Sim;Sim;3;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.65;19.65;60.65
1468-DEFNC;Nao;Masculino;Sim;Sim;Sim;64;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Sim;Transferencia bancaria;0.81;24.4;1548.65
1469-LBJQJ;Nao;Feminino;Nao;Sim;Nao;66;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.51;105.2;6936.85
1470-PSXNM;Nao;Masculino;Nao;Sim;Sim;49;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Nao;Um ano;Sim;Cheque Eletronico;3.12;93.65;4520.15
1471-GIQKQ;Nao;Feminino;Nao;Nao;Nao;1;Sim;Nao;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;1.66;49.95;49.95
1472-TNCWL;Nao;Masculino;Nao;Nao;Sim;36;Sim;Nao;Fibra otica;Nao;Sim;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.16;94.7;3512.5
1474-JUWSM;Nao;Feminino;Nao;Sim;Nao;58;Sim;Sim;DSL;Sim;Nao;Nao;Sim;Nao;Sim;Um ano;Sim;Cheque Eletronico;2.28;68.4;3972.25
1475-VWVDO;Nao;Masculino;Nao;Nao;Nao;7;Sim;Nao;Fibra otica;Nao;Nao;Sim;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.5;74.9;490.55
1478-VPOAD;Nao;Feminino;Nao;Nao;Nao;1;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;1.46;43.8;43.8
1480-BKXGA;Nao;Masculino;Sim;Sim;Nao;72;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Transferencia bancaria;3.87;116.05;8404.9
1480-IVEVR;Nao;Masculino;Sim;Sim;Nao;35;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Nao;Nao;Um ano;Sim;Transferencia bancaria;2.72;81.6;2815.25
1481-ZUWZA;Sim;Masculino;Nao;Nao;Nao;28;Sim;Sim;Fibra otica;Sim;Sim;Nao;Nao;Nao;Sim;Mensal;Sim;Cartao de credito (automatico);3.15;94.5;2659.4
1482-OXZSY;Nao;Masculino;Nao;Nao;Nao;30;Sim;Sim;Fibra otica;Sim;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Transferencia bancaria;3.35;100.4;2936.25
1485-YDHMM;Nao;Masculino;Nao;Sim;Sim;52;Sim;Sim;Fibra otica;Nao;Sim;Nao;Sim;Nao;Sim;Mensal;Sim;Transferencia bancaria;3.11;93.25;4631.7
1488-PBLJN;Nao;Feminino;Nao;Sim;Sim;72;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Transferencia bancaria;3.9;116.85;8477.7
1488-SYSFC;Nao;Masculino;Nao;Sim;Sim;31;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Sim;Cheque Eletronico;0.69;20.65;702.05
1492-KGETH;Nao;Masculino;Nao;Sim;Sim;70;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Nao;Sim;Um ano;Nao;Transferencia bancaria;2.61;78.35;5445.95
1492-QGCLU;Nao;Masculino;Nao;Sim;Sim;53;Sim;Sim;DSL;Sim;Nao;Sim;Sim;Sim;Sim;Mensal;Nao;Cheque Eletronico;2.86;85.7;4616.1
1493-AMTIE;Sim;Masculino;Nao;Nao;Nao;1;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Sim;Transferencia bancaria;0.67;20.2;20.2
1494-EJZDW;Nao;Feminino;Nao;Sim;Sim;10;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cheque;0.67;20.15;220.8
1496-GGSUK;Sim;Feminino;Sim;Nao;Nao;1;Nao;Sem servico de telefone;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque;0.86;25.7;25.7
1498-DQNRX;Nao;Feminino;Nao;Sim;Nao;29;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.66;19.85;573.05
1498-NHTLT;Nao;Masculino;Nao;Sim;Sim;59;Sim;Nao;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Cheque Eletronico;2.89;86.75;5186.0
1501-SGHBW;Sim;Masculino;Nao;Nao;Nao;2;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque;1.53;45.85;81.0
1502-XFCVR;Sim;Feminino;Nao;Nao;Nao;58;Sim;Nao;Fibra otica;Sim;Sim;Sim;Nao;Sim;Sim;Um ano;Sim;Cheque Eletronico;3.55;106.45;6145.85
1506-YJTYT;Nao;Masculino;Nao;Sim;Sim;45;Sim;Sim;DSL;Sim;Sim;Nao;Sim;Sim;Nao;Dois anos;Nao;Cartao de credito (automatico);2.46;73.85;3371.0
1508-DFXCU;Nao;Masculino;Nao;Nao;Nao;12;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Sim;Nao;Mensal;Sim;Cheque Eletronico;2.72;81.45;912.0
1513-XNPPH;Sim;Feminino;Nao;Nao;Nao;12;Sim;Nao;Fibra otica;Nao;Nao;Sim;Sim;Nao;Sim;Mensal;Sim;Cheque Eletronico;2.98;89.4;1095.65
1518-OMDIK;Nao;Masculino;Nao;Sim;Nao;33;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cartao de credito (automatico);1.48;44.55;1462.6
1518-VOWAV;Sim;Feminino;Nao;Nao;Nao;9;Sim;Nao;DSL;Sim;Sim;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;2.49;74.65;703.55
1522-VVDMG;Sim;Masculino;Nao;Sim;Sim;7;Sim;Nao;Fibra otica;Nao;Sim;Nao;Sim;Sim;Nao;Mensal;Sim;Cheque Eletronico;2.99;89.75;608.8
1525-LNLOJ;Nao;Masculino;Nao;Sim;Sim;66;Sim;Sim;DSL;Nao;Nao;Sim;Nao;Sim;Nao;Dois anos;Sim;Transferencia bancaria;2.11;63.3;4189.7
1527-SXDPN;Sim;Masculino;Nao;Sim;Sim;52;Sim;Sim;Fibra otica;Nao;Nao;Sim;Sim;Nao;Sim;Dois anos;Sim;Transferencia bancaria;3.21;96.25;4990.25
1530-ZTDOZ;Nao;Feminino;Nao;Sim;Nao;49;Nao;Sem servico de telefone;DSL;Sim;Nao;Nao;Nao;Sim;Nao;Mensal;Nao;Transferencia bancaria;1.36;40.65;2070.75
1534-OULXE;Nao;Feminino;Nao;Sim;Sim;61;Sim;Nao;DSL;Sim;Nao;Nao;Nao;Nao;Nao;Um ano;Sim;Transferencia bancaria;1.66;49.7;2961.4
1535-VTJOQ;Nao;Feminino;Nao;Nao;Nao;24;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cartao de credito (automatico);0.84;25.15;553.0
1536-HBSWP;Nao;Feminino;Nao;Nao;Nao;1;Sim;Nao;DSL;Nao;Nao;Nao;Sim;Nao;Nao;Mensal;Sim;Cheque Eletronico;1.66;49.9;49.9
1536-YHDOE;Nao;Masculino;Nao;Sim;Sim;17;Sim;Sim;DSL;Sim;Nao;Nao;Sim;Nao;Nao;Um ano;Sim;Cheque;2.07;62.1;1096.65
1539-LNKHM;Nao;Feminino;Nao;Nao;Nao;12;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.68;20.4;266.6
1541-ETJZO;Sim;Masculino;Nao;Nao;Nao;1;Sim;Sim;DSL;Nao;Nao;Sim;Sim;Nao;Nao;Mensal;Nao;Cheque;2.07;62.05;62.05
1543-LLLFT;Nao;Masculino;Sim;Sim;Nao;61;Sim;Sim;Fibra otica;Nao;Sim;Sim;Sim;Sim;Nao;Um ano;Sim;Cheque;3.28;98.3;6066.55
1544-JJMYL;Nao;Masculino;Nao;Nao;Nao;27;Sim;Nao;DSL;Sim;Nao;Sim;Sim;Sim;Nao;Um ano;Nao;Cartao de credito (automatico);2.31;69.35;1927.3
1545-ACTAS;Nao;Feminino;Nao;Sim;Sim;48;Sim;Nao;Fibra otica;Sim;Nao;Sim;Nao;Sim;Sim;Um ano;Sim;Transferencia bancaria;3.32;99.7;4977.2
1545-JFUML;Nao;Masculino;Nao;Sim;Nao;71;Sim;Sim;Fibra otica;Sim;Sim;Sim;Nao;Sim;Nao;Dois anos;Sim;Cheque Eletronico;3.3;99.0;6994.6
1548-ARAGG;Nao;Feminino;Nao;Sim;Sim;4;Sim;Sim;DSL;Nao;Sim;Nao;Sim;Nao;Nao;Mensal;Sim;Cheque;1.95;58.5;224.85
1548-FEHVL;Nao;Masculino;Nao;Sim;Nao;61;Sim;Sim;Fibra otica;Sim;Sim;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.54;106.2;6375.2
1550-EENBN;Nao;Feminino;Nao;Nao;Nao;31;Sim;Sim;Fibra otica;Sim;Sim;Nao;Nao;Sim;Sim;Mensal;Nao;Cheque Eletronico;3.48;104.35;3205.6
1550-LOAHA;Sim;Feminino;Nao;Sim;Nao;32;Sim;Nao;Fibra otica;Nao;Sim;Nao;Nao;Nao;Sim;Mensal;Nao;Transferencia bancaria;2.8;84.15;2585.95
1552-AAGRX;Nao;Feminino;Nao;Nao;Nao;30;Sim;Sim;Fibra otica;Sim;Nao;Nao;Sim;Sim;Sim;Mensal;Nao;Transferencia bancaria;3.55;106.4;3211.9
1552-CZCLL;Nao;Feminino;Nao;Sim;Sim;55;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cartao de credito (automatico);0.67;20.0;1087.25
1552-TKMXS;Nao;Feminino;Nao;Sim;Nao;42;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cartao de credito (automatico);0.68;20.35;869.9
1555-DJEQW;Sim;Feminino;Nao;Sim;Sim;70;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Transferencia bancaria;3.81;114.2;7723.9
1555-HAPSU;Nao;Feminino;Nao;Sim;Sim;71;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cartao de credito (automatico);0.8;23.9;1663.5
1557-EMYVT;Nao;Feminino;Nao;Nao;Nao;43;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Nao;Cartao de credito (automatico);3.84;115.05;4895.1
1559-DTODC;Nao;Masculino;Nao;Nao;Nao;19;Nao;Sem servico de telefone;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Transferencia bancaria;0.84;25.15;468.35
1561-BWHIN;Nao;Masculino;Nao;Sim;Sim;19;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Cheque;0.66;19.8;344.5
1563-IWQEX;Nao;Feminino;Nao;Nao;Nao;12;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.66;19.7;220.35
1564-HJUVY;Nao;Masculino;Nao;Nao;Nao;4;Sim;Nao;DSL;Nao;Sim;Nao;Sim;Sim;Nao;Mensal;Sim;Transferencia bancaria;2.12;63.75;226.2
1564-NTYXF;Sim;Feminino;Sim;Nao;Nao;13;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;2.73;82.0;1127.2
1565-RHDJD;Sim;Feminino;Nao;Nao;Sim;4;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Nao;Nao;Mensal;Nao;Transferencia bancaria;2.8;84.05;333.55
1567-DSCIC;Sim;Masculino;Nao;Nao;Nao;8;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Nao;Mensal;Sim;Cheque Eletronico;3.13;94.0;773.65
1568-BEKZM;Nao;Masculino;Sim;Sim;Nao;70;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Nao;Cartao de credito (automatico);3.0;90.05;6333.4
1568-LJSZU;Nao;Masculino;Nao;Sim;Sim;68;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Cartao de credito (automatico);3.07;92.2;6392.85
1569-TTNYJ;Sim;Masculino;Nao;Sim;Nao;5;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.62;78.75;412.1
1571-SAVHK;Sim;Masculino;Nao;Nao;Nao;12;Sim;Sim;Fibra otica;Nao;Nao;Nao;Sim;Sim;Sim;Mensal;Sim;Cheque;3.33;99.95;1132.75
1573-LGXBA;Nao;Masculino;Nao;Sim;Sim;57;Sim;Nao;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Um ano;Sim;Cartao de credito (automatico);3.25;97.55;5598.0
1574-DYCWE;Nao;Feminino;Nao;Sim;Sim;51;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cheque;0.66;19.95;1028.75
1575-KRZZE;Nao;Feminino;Nao;Nao;Nao;4;Sim;Nao;DSL;Sim;Sim;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;1.84;55.2;220.65
1576-PFZIW;Nao;Masculino;Sim;Sim;Nao;70;Sim;Nao;Fibra otica;Sim;Sim;Sim;Nao;Sim;Sim;Dois anos;Nao;Cartao de credito (automatico);3.51;105.35;7511.9
1577-HKTFG;Sim;Feminino;Nao;Sim;Nao;30;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Transferencia bancaria;0.65;19.65;655.85
1579-KLYDT;Sim;Masculino;Nao;Nao;Nao;7;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Sim;Nao;Mensal;Sim;Cheque Eletronico;3.02;90.45;593.45
1580-BMCMR;Nao;Masculino;Sim;Nao;Nao;19;Sim;Nao;Fibra otica;Sim;Nao;Nao;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;2.91;87.3;1637.3
1582-RAFML;Sim;Masculino;Nao;Nao;Nao;1;Sim;Sim;DSL;Nao;Sim;Nao;Sim;Nao;Nao;Mensal;Nao;Cheque;2.0;60.1;60.1
1583-IHQZE;Sim;Masculino;Nao;Nao;Nao;12;Sim;Sim;Fibra otica;Nao;Sim;Sim;Sim;Sim;Sim;Mensal;Sim;Cheque;3.76;112.95;1384.75
1585-MQSSU;Sim;Masculino;Nao;Nao;Nao;17;Sim;Nao;DSL;Nao;Nao;Nao;Sim;Nao;Nao;Mensal;Nao;Cheque;1.72;51.5;900.5
1587-FKLZB;Sim;Masculino;Sim;Sim;Sim;66;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Sim;Sim;Mensal;Sim;Cartao de credito (automatico);3.32;99.5;6822.15
1589-AGTLK;Sim;Masculino;Nao;Nao;Nao;3;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;1.51;45.35;141.5
1591-MQJTP;Nao;Masculino;Sim;Sim;Nao;51;Sim;Sim;Fibra otica;Sim;Nao;Sim;Nao;Nao;Sim;Um ano;Sim;Transferencia bancaria;3.12;93.65;4839.15
1591-NFNLQ;Sim;Masculino;Nao;Nao;Nao;51;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Nao;Nao;Mensal;Nao;Cartao de credito (automatico);2.67;80.0;4242.35
1591-XWLGB;Nao;Feminino;Nao;Sim;Nao;71;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cartao de credito (automatico);0.66;19.85;1379.6
1596-BBVTG;Sim;Masculino;Nao;Nao;Nao;35;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cartao de credito (automatico);2.51;75.35;2636.05
1596-OQSPS;Nao;Feminino;Nao;Nao;Nao;11;Sim;Nao;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;1.7;51.1;531.15
1597-FZREH;Sim;Feminino;Nao;Nao;Nao;2;Sim;Nao;DSL;Nao;Nao;Sim;Sim;Sim;Sim;Mensal;Nao;Cheque Eletronico;2.55;76.4;160.8
1597-LHYNC;Sim;Feminino;Sim;Nao;Nao;26;Sim;Sim;Fibra otica;Sim;Sim;Nao;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;3.17;95.0;2497.2
